119,103,105
119,103,109.3333
119,103,113.6667
119,103,118
119,103,122.3333
119,103,126.6667
119,103,131
119,107.3333,105
119,107.3333,109.3333
119,107.3333,113.6667
119,107.3333,118
119,107.3333,122.3333
119,107.3333,126.6667
119,107.3333,131
119,111.6667,105
119,111.6667,109.3333
119,111.6667,113.6667
119,111.6667,118
119,111.6667,122.3333
119,111.6667,126.6667
119,111.6667,131
119,116,105
119,116,109.3333
119,116,113.6667
119,116,118
119,116,122.3333
119,116,126.6667
119,116,131
119,120.3333,105
119,120.3333,109.3333
119,120.3333,113.6667
119,120.3333,118
119,120.3333,122.3333
119,120.3333,126.6667
119,120.3333,131
119,124.6667,105
119,124.6667,109.3333
119,124.6667,113.6667
119,124.6667,118
119,124.6667,122.3333
119,124.6667,126.6667
119,124.6667,131
119,129,105
119,129,109.3333
119,129,113.6667
119,129,118
119,129,122.3333
119,129,126.6667
119,129,131
119,133.3333,105
119,133.3333,109.3333
119,133.3333,118
119,133.3333,122.3333
119,133.3333,126.6667
119,133.3333,131
122.75,103,105
122.75,103,109.3333
122.75,103,113.6667
122.75,103,118
122.75,103,122.3333
122.75,103,126.6667
122.75,103,131
122.75,107.3333,105
122.75,107.3333,109.3333
122.75,107.3333,113.6667
122.75,107.3333,118
122.75,107.3333,122.3333
122.75,107.3333,126.6667
122.75,111.6667,105
122.75,111.6667,109.3333
122.75,111.6667,113.6667
122.75,111.6667,118
122.75,111.6667,122.3333
122.75,111.6667,126.6667
122.75,111.6667,131
122.75,116,105
122.75,116,109.3333
122.75,116,113.6667
122.75,116,118
122.75,116,122.3333
122.75,116,126.6667
122.75,116,131
122.75,120.3333,105
122.75,120.3333,109.3333
122.75,120.3333,113.6667
122.75,120.3333,118
122.75,120.3333,122.3333
122.75,120.3333,126.6667
122.75,120.3333,131
122.75,124.6667,105
122.75,124.6667,109.3333
122.75,124.6667,113.6667
122.75,124.6667,118
122.75,124.6667,122.3333
122.75,124.6667,126.6667
122.75,124.6667,131
122.75,129,105
122.75,129,109.3333
122.75,129,113.6667
122.75,129,118
122.75,129,122.3333
122.75,129,126.6667
122.75,129,131
122.75,133.3333,105
122.75,133.3333,109.3333
122.75,133.3333,113.6667
126,111,114
126,112,118
126,116,122
126,120,114
126,120,118
126.5,103,105
126.5,103,109.3333
126.5,103,113.6667
126.5,103,118
126.5,103,122.3333
126.5,103,126.6667
126.5,103,131
126.5,107.3333,105
126.5,107.3333,109.3333
126.5,107.3333,113.6667
126.5,107.3333,118
126.5,107.3333,122.3333
126.5,107.3333,126.6667
126.5,107.3333,131
126.5,111.6667,105
126.5,111.6667,109.3333
126.5,111.6667,126.6667
126.5,111.6667,131
126.5,116,105
126.5,116,109.3333
126.5,116,126.6667
126.5,116,131
126.5,120.3333,105
126.5,120.3333,109.3333
126.5,120.3333,126.6667
126.5,120.3333,131
126.5,124.6667,105
126.5,124.6667,109.3333
126.5,124.6667,113.6667
126.5,124.6667,118
126.5,124.6667,122.3333
126.5,124.6667,126.6667
126.5,124.6667,131
126.5,129,105
126.5,129,109.3333
126.5,129,113.6667
126.5,129,118
126.5,129,122.3333
126.5,129,126.6667
126.5,129,131
126.5,133.3333,109.3333
126.5,133.3333,113.6667
126.5,133.3333,126.6667
127,111,122
127,112,118
127,116,113
127,116,118
127,116,122
127,120,114
127,120,123
130,112,114
130,112,118
130,112,122
130,115,123
130,116,114
130,116,118
130,120,114
130,120,118
130,120,123
130.25,103,105
130.25,103,109.3333
130.25,103,113.6667
130.25,103,118
130.25,103,122.3333
130.25,103,126.6667
130.25,103,131
130.25,107.3333,105
130.25,107.3333,109.3333
130.25,107.3333,113.6667
130.25,107.3333,118
130.25,107.3333,122.3333
130.25,107.3333,126.6667
130.25,107.3333,131
130.25,111.6667,105
130.25,111.6667,109.3333
130.25,111.6667,126.6667
130.25,111.6667,131
130.25,116,105
130.25,116,109.3333
130.25,116,126.6667
130.25,116,131
130.25,120.3333,105
130.25,120.3333,109.3333
130.25,120.3333,126.6667
130.25,120.3333,131
130.25,124.6667,105
130.25,124.6667,109.3333
130.25,124.6667,113.6667
130.25,124.6667,118
130.25,124.6667,122.3333
130.25,124.6667,126.6667
130.25,124.6667,131
130.25,129,105
130.25,129,109.3333
130.25,129,113.6667
130.25,129,118
130.25,129,122.3333
130.25,129,126.6667
130.25,129,131
130.25,133.3333,113.6667
133,116,122
134,103,105
134,103,109.3333
134,103,113.6667
134,103,118
134,103,122.3333
134,103,126.6667
134,103,131
134,107.3333,105
134,107.3333,109.3333
134,107.3333,113.6667
134,107.3333,118
134,107.3333,122.3333
134,107.3333,126.6667
134,107.3333,131
134,111,118
134,111.6667,105
134,111.6667,109.3333
134,111.6667,126.6667
134,111.6667,131
134,112,114
134,112,121
134,116,105
134,116,109.3333
134,116,113
134,116,118
134,116,126.6667
134,116,131
134,120,114
134,120,118
134,120,122
134,120.3333,105
134,120.3333,109.3333
134,120.3333,126.6667
134,120.3333,131
134,124.6667,105
134,124.6667,109.3333
134,124.6667,113.6667
134,124.6667,118
134,124.6667,122.3333
134,124.6667,126.6667
134,124.6667,131
134,129,105
134,129,109.3333
134,129,113.6667
134,129,118
134,129,122.3333
134,129,126.6667
134,129,131
134,133.3333,113.6667
134,133.3333,122.3333
137,111,123
137.75,103,105
137.75,103,109.3333
137.75,103,113.6667
137.75,103,118
137.75,103,122.3333
137.75,103,126.6667
137.75,103,131
137.75,107.3333,105
137.75,107.3333,109.3333
137.75,107.3333,113.6667
137.75,107.3333,118
137.75,107.3333,122.3333
137.75,107.3333,126.6667
137.75,107.3333,131
137.75,111.6667,105
137.75,111.6667,109.3333
137.75,111.6667,126.6667
137.75,111.6667,131
137.75,116,105
137.75,116,109.3333
137.75,116,126.6667
137.75,116,131
137.75,120.3333,105
137.75,120.3333,109.3333
137.75,120.3333,126.6667
137.75,120.3333,131
137.75,124.6667,105
137.75,124.6667,109.3333
137.75,124.6667,113.6667
137.75,124.6667,118
137.75,124.6667,122.3333
137.75,124.6667,126.6667
137.75,124.6667,131
137.75,129,105
137.75,129,109.3333
137.75,129,113.6667
137.75,129,118
137.75,129,122.3333
137.75,129,126.6667
137.75,129,131
137.75,133.3333,109.3333
137.75,133.3333,118
137.75,133.3333,122.3333
137.75,133.3333,126.6667
137.75,133.3333,131
138,112,114
138,112,117
138,116,114
138,116,118
138,117,122
138,120,118
138,120,122
138,121,114
141,112,114
141,112,118
141,112,122
141,116,114
141,116,118
141,116,122
141,120,114
141,120,118
141,120,122
141.5,103,105
141.5,103,109.3333
141.5,103,113.6667
141.5,103,118
141.5,103,122.3333
141.5,103,126.6667
141.5,103,131
141.5,107.3333,105
141.5,107.3333,109.3333
141.5,107.3333,113.6667
141.5,107.3333,118
141.5,107.3333,122.3333
141.5,107.3333,126.6667
141.5,107.3333,131
141.5,111.6667,105
141.5,111.6667,109.3333
141.5,111.6667,126.6667
141.5,111.6667,131
141.5,116,105
141.5,116,109.3333
141.5,116,126.6667
141.5,116,131
141.5,120.3333,105
141.5,120.3333,109.3333
141.5,120.3333,126.6667
141.5,120.3333,131
141.5,124.6667,105
141.5,124.6667,109.3333
141.5,124.6667,113.6667
141.5,124.6667,118
141.5,124.6667,122.3333
141.5,124.6667,126.6667
141.5,124.6667,131
141.5,129,105
141.5,129,109.3333
141.5,129,113.6667
141.5,129,118
141.5,129,122.3333
141.5,129,126.6667
141.5,129,131
141.5,133.3333,105
141.5,133.3333,113.6667
141.5,133.3333,126.6667
142,116,122
145.25,103,105
